 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Man bliver vist fremme i lyset i en lidt forkert tilstand.
1-1	Man	man	PI:#-uc:--:----	
1-2	bliver	blive	VF:----:sa:----	
1-3	vist	vise	VT:siu#:t-:----	
1-4	fremme	fremme	D-:----:--:u---	
1-5	i	i	T-:----:--:----	
1-6	lyset	lys|lys-1-1a-1b-1c-1f|Lys-2|lys-F-bengalsk-lys|lys-5|lys-4|lys-3|lys-1g|lys-1f|lys-1e|lys-1d|lys-F-levende-lys|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-sætte-sit-lys-under-en-skæppe	NC:sdun:--:----	
1-7	i	i	T-:----:--:----	
1-8	en	en	PI:s-uc:--:----	
1-9	lidt	lidt	---	
1-10	forkert	forkert	AC:siu§:--:p---	
1-11	tilstand	tilstand	NC:siuc:--:----	
1-12	.	.	ZP	

#id=2
#text= Og det burde man sgu da egentlig ikke, for man burde sgu da ligemeget hvad hjælpe folk med at holde døren hvis de slæber på noget; vise hvordan man får statuskvittering på biblioteket, hvis der er en som ikke kan finde ud af det; og - hvis man har mulighed for det - prøve at få vist bilisten ved siden af en, at der er grønt lys for ham, og at han godt må dreje nu (selvom det ikke rager en en skid, fordi man alligevel holder i en anden bane for at køre ligeud)..
2-1	Og	og	CC:----:--:----	
2-2	det	det	PP:s-un:--:-3n-	
2-3	burde	burde	VF:----:ta:----	
2-4	man	man	PI:#-uc:--:----	
2-5	sgu	sgu	D-:----:--:u---	
2-6	da	da	D-:----:--:u---	
2-7	egentlig	egentlig	D-:----:--:u---	
2-8	ikke	ikke	D-:----:--:u---	
2-9	,	,	ZD	
2-10	for	for	CC:----:--:----	
2-11	man	man	PI:#-uc:--:----	
2-12	burde	burde	VF:----:ta:----	
2-13	sgu	sgu	D-:----:--:u---	
2-14	da	da	D-:----:--:u---	
2-15	ligemeget	ligemegen	AC:siu§:--:p---	
2-16	hvad	hvad	PR:s-u#:--:----	
2-17	hjælpe	hjælpe	VI:----:-a:----	
